street,x,y,type,hour,week_day,day_type,day,month,year,minute
Av. Séptimo de Línea,-70.395754,-23.638385,JAM,17,4,s,30,8,2024,40
Av. Antonio Rendic,-70.389457,-23.627121,JAM,17,4,s,30,8,2024,47
Av. Edmundo Pérez Zujovic,-70.392891,-23.578078,JAM,17,4,s,30,8,2024,56
Av. Argentina,-70.392615,-23.64451,JAM,17,4,s,30,8,2024,56
Av. Argentina,-70.393456,-23.652106,JAM,17,4,s,30,8,2024,59
Av. Edmundo Pérez Zujovic,-70.395823,-23.633566,JAM,17,4,s,30,8,2024,59
Av. Pedro Aguirre Cerda,-70.389638,-23.592481,JAM,18,4,s,30,8,2024,5
Av. Edmundo Pérez Zujovic,-70.393239,-23.620919,JAM,18,4,s,30,8,2024,7
Av. Edmundo Pérez Zujovic,-70.396342,-23.625865,JAM,18,4,s,30,8,2024,9
Av. Edmundo Pérez Zujovic,-70.39574,-23.635117,JAM,18,4,s,30,8,2024,12
Av. Grecia,-70.402543,-23.657488,JAM,18,4,s,30,8,2024,11
Av. Antonio Rendic,-70.387976,-23.624396,JAM,18,4,s,30,8,2024,14
Av. Balmaceda,-70.398595,-23.64436,JAM,18,4,s,30,8,2024,14
Av. Edmundo Pérez Zujovic,-70.396064,-23.631166,JAM,18,4,s,30,8,2024,17
Av. Iquique,-70.394004,-23.629438,JAM,18,4,s,30,8,2024,17
Av. Iquique,-70.393881,-23.631639,JAM,18,4,s,30,8,2024,18
Av. Antonio Rendic,-70.388945,-23.626294,JAM,18,4,s,30,8,2024,22
Nicolás Tirado,-70.389864,-23.592017,JAM,18,4,s,30,8,2024,26
Av. Edmundo Pérez Zujovic,-70.395925,-23.625358,JAM,18,4,s,30,8,2024,32
Av. Edmundo Pérez Zujovic,-70.396618,-23.591815,JAM,18,4,s,30,8,2024,36
Av. Edmundo Pérez Zujovic,-70.396361,-23.591284,ACCIDENT,18,4,s,30,8,2024,36
Av. Pedro Aguirre Cerda,-70.388239,-23.613253,ACCIDENT,18,4,s,30,8,2024,37
Av. Edmundo Pérez Zujovic,-70.396825,-23.595074,JAM,18,4,s,30,8,2024,38
Av. Edmundo Pérez Zujovic,-70.395763,-23.637583,JAM,18,4,s,30,8,2024,38
Av. Séptimo de Línea,-70.395765,-23.638638,JAM,18,4,s,30,8,2024,38
Av. Pedro Aguirre Cerda,-70.39078,-23.568232,JAM,18,4,s,30,8,2024,47
Av. Edmundo Pérez Zujovic,-70.393969,-23.587322,JAM,18,4,s,30,8,2024,44
Av. Edmundo Pérez Zujovic,-70.396448,-23.595841,JAM,18,4,s,30,8,2024,52
Av. Argentina,-70.393448,-23.643032,JAM,18,4,s,30,8,2024,48
Av. Balmaceda,-70.40092,-23.64617,JAM,18,4,s,30,8,2024,53
Av. Balmaceda,-70.396904,-23.642227,JAM,18,4,s,30,8,2024,48
Av. Edmundo Pérez Zujovic,-70.396178,-23.625818,JAM,18,4,s,30,8,2024,58
Av. Séptimo de Línea,-70.396668,-23.641612,JAM,18,4,s,30,8,2024,54
Av. Edmundo Pérez Zujovic,-70.395853,-23.634886,JAM,18,4,s,30,8,2024,57
Av. Edmundo Pérez Zujovic,-70.394405,-23.622908,JAM,18,4,s,30,8,2024,59
Av. Pedro Aguirre Cerda,-70.38996,-23.587604,JAM,19,4,s,30,8,2024,6
Av. Pedro Aguirre Cerda,-70.390739,-23.569448,JAM,19,4,s,30,8,2024,17
Nicolás Tirado,-70.389938,-23.592023,JAM,19,4,s,30,8,2024,14
Av. Antonio Rendic,-70.388673,-23.625636,JAM,19,4,s,30,8,2024,24
Av. Edmundo Pérez Zujovic,-70.395736,-23.634636,JAM,19,4,s,30,8,2024,28
Av. Iquique,-70.393404,-23.638952,JAM,19,4,s,30,8,2024,34
Av. Pedro Aguirre Cerda,-70.388252,-23.613548,ACCIDENT,19,4,s,30,8,2024,34
Av. Pedro Aguirre Cerda,-70.390867,-23.568668,ACCIDENT,19,4,s,30,8,2024,39
Av. Grecia,-70.403727,-23.663907,JAM,19,4,s,30,8,2024,44
Av. Grecia,-70.402614,-23.655153,JAM,19,4,s,30,8,2024,46
Av. Grecia,-70.402557,-23.657605,JAM,19,4,s,30,8,2024,45
Av. Edmundo Pérez Zujovic,-70.395671,-23.636527,JAM,20,4,s,30,8,2024,8
Av. Óscar Bonilla,-70.379716,-23.576229,JAM,20,4,s,30,8,2024,8
Av. Edmundo Pérez Zujovic,-70.396284,-23.626055,JAM,20,4,s,30,8,2024,12
Av. Edmundo Pérez Zujovic,-70.395736,-23.634631,JAM,20,4,s,30,8,2024,10
Nicolás Tirado,-70.384834,-23.592373,ACCIDENT,20,4,s,30,8,2024,23
Av. Pedro Aguirre Cerda,-70.38981,-23.589523,JAM,20,4,s,30,8,2024,51
Av. Pedro Aguirre Cerda,-70.389584,-23.594736,JAM,20,4,s,30,8,2024,50
Av. Pedro Aguirre Cerda,-70.389606,-23.593952,JAM,20,4,s,30,8,2024,50
Av. Edmundo Pérez Zujovic,-70.392061,-23.608014,JAM,20,4,s,30,8,2024,56
Av. Pedro Aguirre Cerda,-70.390743,-23.569338,JAM,21,4,s,30,8,2024,9
Av. Pedro Aguirre Cerda,-70.390845,-23.57096,JAM,21,4,s,30,8,2024,7
Av. Pedro Aguirre Cerda,-70.390768,-23.568582,JAM,21,4,s,30,8,2024,10
Av. Edmundo Pérez Zujovic,-70.392504,-23.619464,JAM,21,4,s,30,8,2024,50
Av. Balmaceda,-70.401384,-23.646969,ACCIDENT,4,5,f,31,8,2024,31
Av. Balmaceda,-70.402137,-23.647595,ACCIDENT,5,5,f,31,8,2024,12
Av. Grecia,-70.402267,-23.647774,ACCIDENT,6,5,f,31,8,2024,4
Av. Balmaceda,-70.401905,-23.647397,ACCIDENT,7,5,f,31,8,2024,28
Av. Balmaceda,-70.401845,-23.647347,ACCIDENT,8,5,f,31,8,2024,12
Av. Edmundo Pérez Zujovic,-70.396354,-23.629497,JAM,9,5,f,31,8,2024,35
Av. Edmundo Pérez Zujovic,-70.397142,-23.593521,JAM,9,5,f,31,8,2024,34
Av. Edmundo Pérez Zujovic,-70.394649,-23.623046,JAM,9,5,f,31,8,2024,41
Av. Antonio Rendic,-70.388813,-23.638075,JAM,9,5,f,31,8,2024,46
Av. Edmundo Pérez Zujovic,-70.397175,-23.592855,JAM,10,5,f,31,8,2024,27
Av. Edmundo Pérez Zujovic,-70.39218,-23.603761,ACCIDENT,10,5,f,31,8,2024,31
Av. Grecia,-70.402714,-23.658352,JAM,10,5,f,31,8,2024,48
Av. Grecia,-70.403552,-23.660696,JAM,10,5,f,31,8,2024,47
Av. Edmundo Pérez Zujovic,-70.395829,-23.633708,JAM,11,5,f,31,8,2024,4
Av. Edmundo Pérez Zujovic,-70.394069,-23.587237,JAM,11,5,f,31,8,2024,27
Av. Séptimo de Línea,-70.396077,-23.639736,JAM,11,5,f,31,8,2024,30
Av. Edmundo Pérez Zujovic,-70.39716,-23.593229,JAM,11,5,f,31,8,2024,36
Nicolás Tirado,-70.388467,-23.591891,JAM,11,5,f,31,8,2024,42
Av. Séptimo de Línea,-70.396516,-23.641133,JAM,11,5,f,31,8,2024,42
Av. Pedro Aguirre Cerda,-70.389903,-23.58837,ACCIDENT,11,5,f,31,8,2024,55
Av. Edmundo Pérez Zujovic,-70.395859,-23.634451,JAM,11,5,f,31,8,2024,53
Av. Pedro Aguirre Cerda,-70.389877,-23.588664,JAM,11,5,f,31,8,2024,54
Av. Séptimo de Línea,-70.395747,-23.638182,JAM,11,5,f,31,8,2024,55
Av. Edmundo Pérez Zujovic,-70.395768,-23.63749,JAM,11,5,f,31,8,2024,55
Av. Pedro Aguirre Cerda,-70.389774,-23.589999,JAM,11,5,f,31,8,2024,54
Av. Edmundo Pérez Zujovic,-70.395844,-23.635216,JAM,11,5,f,31,8,2024,59
Av. Séptimo de Línea,-70.396608,-23.641422,JAM,11,5,f,31,8,2024,58
Av. Óscar Bonilla,-70.379084,-23.583819,ACCIDENT,12,5,f,31,8,2024,2
Av. Edmundo Pérez Zujovic,-70.395829,-23.635968,JAM,12,5,f,31,8,2024,7
Av. Iquique,-70.392706,-23.624657,JAM,12,5,f,31,8,2024,19
Av. Séptimo de Línea,-70.395765,-23.638643,JAM,12,5,f,31,8,2024,20
Av. Séptimo de Línea,-70.396333,-23.640555,JAM,12,5,f,31,8,2024,22
Av. Pedro Aguirre Cerda,-70.389685,-23.59136,JAM,12,5,f,31,8,2024,30
Av. Edmundo Pérez Zujovic,-70.396292,-23.630648,JAM,12,5,f,31,8,2024,32
Av. Pedro Aguirre Cerda,-70.38992,-23.588166,JAM,12,5,f,31,8,2024,32
Av. Edmundo Pérez Zujovic,-70.396432,-23.591114,JAM,12,5,f,31,8,2024,36
Av. Edmundo Pérez Zujovic,-70.396614,-23.595645,JAM,12,5,f,31,8,2024,36
Av. Edmundo Pérez Zujovic,-70.397142,-23.593522,JAM,12,5,f,31,8,2024,34
Av. Edmundo Pérez Zujovic,-70.396071,-23.631138,JAM,12,5,f,31,8,2024,43
Av. Edmundo Pérez Zujovic,-70.395813,-23.632489,JAM,12,5,f,31,8,2024,42
Av. Edmundo Pérez Zujovic,-70.395845,-23.635182,JAM,12,5,f,31,8,2024,44
Av. Edmundo Pérez Zujovic,-70.395925,-23.625358,JAM,12,5,f,31,8,2024,46
Av. Grecia,-70.406556,-23.668763,JAM,12,5,f,31,8,2024,53
Av. Edmundo Pérez Zujovic,-70.395809,-23.636609,JAM,12,5,f,31,8,2024,48
Av. Pedro Aguirre Cerda,-70.389741,-23.590501,JAM,13,5,f,31,8,2024,2
Av. Edmundo Pérez Zujovic,-70.395761,-23.632124,JAM,13,5,f,31,8,2024,12
Av. Edmundo Pérez Zujovic,-70.396272,-23.630858,JAM,13,5,f,31,8,2024,27
Av. Antonio Rendic,-70.382808,-23.612224,JAM,13,5,f,31,8,2024,27
Av. Edmundo Pérez Zujovic,-70.396275,-23.630839,JAM,13,5,f,31,8,2024,30
Av. Edmundo Pérez Zujovic,-70.395823,-23.633558,JAM,13,5,f,31,8,2024,31
Av. Balmaceda,-70.396894,-23.643017,JAM,13,5,f,31,8,2024,30
Av. Edmundo Pérez Zujovic,-70.395732,-23.634819,JAM,13,5,f,31,8,2024,32
Av. Edmundo Pérez Zujovic,-70.395775,-23.637326,JAM,13,5,f,31,8,2024,40
Av. Antonio Rendic,-70.382152,-23.613661,JAM,13,5,f,31,8,2024,47
Av. Edmundo Pérez Zujovic,-70.395849,-23.635036,JAM,13,5,f,31,8,2024,44
Av. Antonio Rendic,-70.383139,-23.61182,JAM,13,5,f,31,8,2024,46
Av. Iquique,-70.394119,-23.627146,JAM,13,5,f,31,8,2024,52
Av. Antonio Rendic,-70.382128,-23.614788,JAM,13,5,f,31,8,2024,49
Av. Edmundo Pérez Zujovic,-70.396231,-23.629598,JAM,13,5,f,31,8,2024,53
Av. Edmundo Pérez Zujovic,-70.396169,-23.631308,JAM,14,5,f,31,8,2024,0
Av. Edmundo Pérez Zujovic,-70.395825,-23.63362,JAM,14,5,f,31,8,2024,7
Av. Edmundo Pérez Zujovic,-70.39641,-23.628173,JAM,14,5,f,31,8,2024,6
Av. Edmundo Pérez Zujovic,-70.39207,-23.607709,JAM,14,5,f,31,8,2024,25
Av. Iquique,-70.393915,-23.626195,JAM,15,5,f,31,8,2024,23
Av. Óscar Bonilla,-70.379351,-23.580532,JAM,15,5,f,31,8,2024,37
Av. Grecia,-70.402614,-23.651773,JAM,16,5,f,31,8,2024,31
Av. Edmundo Pérez Zujovic,-70.393493,-23.586306,JAM,17,5,f,31,8,2024,4
Nicolás Tirado,-70.390198,-23.592084,JAM,17,5,f,31,8,2024,15
Av. Edmundo Pérez Zujovic,-70.396168,-23.630525,JAM,17,5,f,31,8,2024,31
Av. Edmundo Pérez Zujovic,-70.395804,-23.636715,JAM,17,5,f,31,8,2024,39
Av. Edmundo Pérez Zujovic,-70.392004,-23.609234,JAM,18,5,f,31,8,2024,1
Av. Edmundo Pérez Zujovic,-70.391804,-23.612379,JAM,18,5,f,31,8,2024,0
Av. Edmundo Pérez Zujovic,-70.391929,-23.610371,JAM,18,5,f,31,8,2024,0
Av. Grecia,-70.402524,-23.652512,JAM,18,5,f,31,8,2024,39
Av. Antonio Rendic,-70.388435,-23.603903,JAM,18,5,f,31,8,2024,51
Av. Edmundo Pérez Zujovic,-70.39582,-23.631922,JAM,18,5,f,31,8,2024,56
Av. Grecia,-70.402515,-23.652308,JAM,19,5,f,31,8,2024,1
Av. Grecia,-70.402546,-23.652988,JAM,19,5,f,31,8,2024,40
Av. Pedro Aguirre Cerda,-70.390451,-23.582972,ACCIDENT,19,5,f,31,8,2024,47
Av. Edmundo Pérez Zujovic,-70.396041,-23.631261,JAM,19,5,f,31,8,2024,57
Av. Grecia,-70.402752,-23.649005,JAM,20,5,f,31,8,2024,0
Av. Pedro Aguirre Cerda,-70.391092,-23.574351,JAM,20,5,f,31,8,2024,40
Av. Edmundo Pérez Zujovic,-70.395708,-23.633951,JAM,20,5,f,31,8,2024,50
Av. Edmundo Pérez Zujovic,-70.396031,-23.631306,JAM,20,5,f,31,8,2024,55
Av. Óscar Bonilla,-70.379335,-23.58071,JAM,22,5,f,31,8,2024,4
Av. Óscar Bonilla,-70.379337,-23.580685,JAM,22,5,f,31,8,2024,7
Av. Iquique,-70.394237,-23.627165,ACCIDENT,10,6,f,1,9,2024,0
Av. Pedro Aguirre Cerda,-70.390014,-23.62115,JAM,11,6,f,1,9,2024,27
Av. Antonio Rendic,-70.387558,-23.623734,JAM,11,6,f,1,9,2024,34
Av. Pedro Aguirre Cerda,-70.389894,-23.620695,JAM,12,6,f,1,9,2024,7
Av. Pedro Aguirre Cerda,-70.390098,-23.587195,JAM,12,6,f,1,9,2024,16
Av. Edmundo Pérez Zujovic,-70.393352,-23.583579,JAM,12,6,f,1,9,2024,19
Nicolás Tirado,-70.389229,-23.59201,JAM,13,6,f,1,9,2024,8
Av. Séptimo de Línea,-70.395808,-23.63884,JAM,13,6,f,1,9,2024,35
Av. Óscar Bonilla,-70.379522,-23.578565,JAM,13,6,f,1,9,2024,51
Av. Pedro Aguirre Cerda,-70.390505,-23.582254,ACCIDENT,15,6,f,1,9,2024,15
Av. Óscar Bonilla,-70.379473,-23.579172,JAM,18,6,f,1,9,2024,40
Av. Edmundo Pérez Zujovic,-70.39616,-23.630631,JAM,18,6,f,1,9,2024,51
Av. Edmundo Pérez Zujovic,-70.395214,-23.624151,JAM,19,6,f,1,9,2024,2
Av. Edmundo Pérez Zujovic,-70.391802,-23.61242,ACCIDENT,19,6,f,1,9,2024,19
Av. Edmundo Pérez Zujovic,-70.391741,-23.613748,JAM,19,6,f,1,9,2024,24
Av. Edmundo Pérez Zujovic,-70.393585,-23.62145,ACCIDENT,20,6,f,1,9,2024,11
Av. Grecia,-70.406768,-23.668993,JAM,20,6,f,1,9,2024,27
Av. Iquique,-70.393367,-23.639995,JAM,20,6,f,1,9,2024,40
Av. Iquique,-70.393374,-23.639442,JAM,20,6,f,1,9,2024,40
Av. Grecia,-70.402489,-23.651611,JAM,21,6,f,1,9,2024,16
Av. Edmundo Pérez Zujovic,-70.39425,-23.622669,ACCIDENT,21,6,f,1,9,2024,39
Av. Edmundo Pérez Zujovic,-70.396321,-23.62767,ACCIDENT,23,6,f,1,9,2024,15
Av. Edmundo Pérez Zujovic,-70.396326,-23.627378,ACCIDENT,23,6,f,1,9,2024,19
Av. Edmundo Pérez Zujovic,-70.396333,-23.626557,ACCIDENT,0,0,s,2,9,2024,5
Av. Pedro Aguirre Cerda,-70.388552,-23.615436,ACCIDENT,6,0,s,2,9,2024,21
Av. Iquique,-70.394066,-23.629797,JAM,7,0,s,2,9,2024,4
Av. Edmundo Pérez Zujovic,-70.394452,-23.587764,JAM,7,0,s,2,9,2024,10
Av. Edmundo Pérez Zujovic,-70.393902,-23.586919,JAM,7,0,s,2,9,2024,10
Av. Pedro Aguirre Cerda,-70.391221,-23.574109,JAM,7,0,s,2,9,2024,10
Av. Pedro Aguirre Cerda,-70.389871,-23.590038,ACCIDENT,7,0,s,2,9,2024,8
Av. Edmundo Pérez Zujovic,-70.39597,-23.590157,JAM,7,0,s,2,9,2024,11
Av. Pedro Aguirre Cerda,-70.391095,-23.575992,JAM,7,0,s,2,9,2024,11
Av. Edmundo Pérez Zujovic,-70.394839,-23.597715,JAM,7,0,s,2,9,2024,13
Av. Edmundo Pérez Zujovic,-70.392774,-23.619983,JAM,7,0,s,2,9,2024,19
Av. Antonio Rendic,-70.389139,-23.626544,ACCIDENT,7,0,s,2,9,2024,18
Av. Edmundo Pérez Zujovic,-70.39185,-23.6142,JAM,7,0,s,2,9,2024,16
Av. Pedro Aguirre Cerda,-70.389752,-23.591459,JAM,7,0,s,2,9,2024,21
Av. Edmundo Pérez Zujovic,-70.396431,-23.627001,JAM,7,0,s,2,9,2024,23
Av. Séptimo de Línea,-70.395831,-23.638919,JAM,7,0,s,2,9,2024,25
Av. Edmundo Pérez Zujovic,-70.395645,-23.624622,JAM,7,0,s,2,9,2024,22
Av. Balmaceda,-70.398633,-23.6444,JAM,7,0,s,2,9,2024,26
Av. Pedro Aguirre Cerda,-70.38839,-23.61391,JAM,7,0,s,2,9,2024,27
Av. Pedro Aguirre Cerda,-70.388926,-23.616568,JAM,7,0,s,2,9,2024,29
Av. Antonio Rendic,-70.388551,-23.62553,ACCIDENT,7,0,s,2,9,2024,34
Av. Pedro Aguirre Cerda,-70.391172,-23.573212,JAM,7,0,s,2,9,2024,36
Av. Pedro Aguirre Cerda,-70.390835,-23.569518,JAM,7,0,s,2,9,2024,38
Av. Pedro Aguirre Cerda,-70.390042,-23.58796,JAM,7,0,s,2,9,2024,45
Av. Pedro Aguirre Cerda,-70.390895,-23.578009,JAM,7,0,s,2,9,2024,42
Av. Argentina,-70.396414,-23.661276,JAM,7,0,s,2,9,2024,54
Av. Argentina,-70.398453,-23.665159,JAM,7,0,s,2,9,2024,52
Av. Argentina,-70.396858,-23.662359,JAM,7,0,s,2,9,2024,53
Av. Argentina,-70.396174,-23.658577,JAM,7,0,s,2,9,2024,56
Nicolás Tirado,-70.389502,-23.591909,JAM,7,0,s,2,9,2024,57
Av. Pedro Aguirre Cerda,-70.389738,-23.593073,JAM,8,0,s,2,9,2024,2
Av. Grecia,-70.403535,-23.660492,JAM,8,0,s,2,9,2024,5
Av. Pedro Aguirre Cerda,-70.389714,-23.593797,JAM,8,0,s,2,9,2024,3
Av. Grecia,-70.402729,-23.650874,JAM,8,0,s,2,9,2024,6
Av. Iquique,-70.393445,-23.641148,JAM,8,0,s,2,9,2024,9
Av. Edmundo Pérez Zujovic,-70.391849,-23.614196,JAM,8,0,s,2,9,2024,11
Av. Grecia,-70.404023,-23.664909,JAM,8,0,s,2,9,2024,11
Av. Edmundo Pérez Zujovic,-70.392419,-23.617443,JAM,8,0,s,2,9,2024,10
Av. Antonio Rendic,-70.388602,-23.641589,JAM,8,0,s,2,9,2024,16
Av. Grecia,-70.402488,-23.656904,JAM,8,0,s,2,9,2024,18
Av. Edmundo Pérez Zujovic,-70.393485,-23.585976,JAM,8,0,s,2,9,2024,19
Av. Edmundo Pérez Zujovic,-70.396309,-23.590859,JAM,8,0,s,2,9,2024,22
Av. Iquique,-70.392785,-23.624846,JAM,8,0,s,2,9,2024,24
Av. Edmundo Pérez Zujovic,-70.393461,-23.577266,JAM,8,0,s,2,9,2024,25
Av. Edmundo Pérez Zujovic,-70.394421,-23.6227,JAM,8,0,s,2,9,2024,31
Av. Antonio Rendic,-70.388708,-23.639756,JAM,8,0,s,2,9,2024,41
Av. Edmundo Pérez Zujovic,-70.395144,-23.597359,JAM,8,0,s,2,9,2024,45
Av. Edmundo Pérez Zujovic,-70.394667,-23.623074,JAM,8,0,s,2,9,2024,41
Av. Antonio Rendic,-70.382573,-23.615799,JAM,8,0,s,2,9,2024,47
Av. Edmundo Pérez Zujovic,-70.394453,-23.622747,JAM,8,0,s,2,9,2024,54
Av. Antonio Rendic,-70.382222,-23.615079,JAM,9,0,s,2,9,2024,5
Av. Antonio Rendic,-70.38294,-23.616509,ACCIDENT,9,0,s,2,9,2024,6
Av. Antonio Rendic,-70.383231,-23.616837,ACCIDENT,9,0,s,2,9,2024,5
Av. Edmundo Pérez Zujovic,-70.396438,-23.626605,JAM,9,0,s,2,9,2024,13
Av. Edmundo Pérez Zujovic,-70.393105,-23.620692,JAM,9,0,s,2,9,2024,18
Av. Séptimo de Línea,-70.395752,-23.638326,JAM,9,0,s,2,9,2024,31
Av. Edmundo Pérez Zujovic,-70.394882,-23.575448,JAM,9,0,s,2,9,2024,31
Av. Edmundo Pérez Zujovic,-70.39209,-23.615572,JAM,10,0,s,2,9,2024,0
Av. Edmundo Pérez Zujovic,-70.395161,-23.623855,JAM,10,0,s,2,9,2024,9
Av. Edmundo Pérez Zujovic,-70.39708,-23.594527,JAM,10,0,s,2,9,2024,34
Av. Edmundo Pérez Zujovic,-70.39225,-23.616241,JAM,10,0,s,2,9,2024,42
Av. Edmundo Pérez Zujovic,-70.392589,-23.61917,JAM,10,0,s,2,9,2024,39
Av. Edmundo Pérez Zujovic,-70.396271,-23.62894,JAM,10,0,s,2,9,2024,46
Av. Grecia,-70.403511,-23.660381,JAM,10,0,s,2,9,2024,53
Av. Edmundo Pérez Zujovic,-70.39661,-23.59565,JAM,11,0,s,2,9,2024,2
Av. Edmundo Pérez Zujovic,-70.396246,-23.629362,JAM,11,0,s,2,9,2024,18
Av. Edmundo Pérez Zujovic,-70.395757,-23.58976,JAM,11,0,s,2,9,2024,35
Av. Edmundo Pérez Zujovic,-70.3961,-23.596248,JAM,12,0,s,2,9,2024,11
Av. Edmundo Pérez Zujovic,-70.397089,-23.594387,JAM,12,0,s,2,9,2024,23
Av. Edmundo Pérez Zujovic,-70.39676,-23.5921,ACCIDENT,13,0,s,2,9,2024,24
Av. Edmundo Pérez Zujovic,-70.396932,-23.59454,JAM,13,0,s,2,9,2024,25
Nicolás Tirado,-70.391482,-23.59224,JAM,13,0,s,2,9,2024,42
Av. Edmundo Pérez Zujovic,-70.395703,-23.596709,JAM,14,0,s,2,9,2024,3
Av. Antonio Rendic,-70.38604,-23.621302,JAM,14,0,s,2,9,2024,4
Av. Edmundo Pérez Zujovic,-70.39707,-23.59466,JAM,14,0,s,2,9,2024,34
Av. Edmundo Pérez Zujovic,-70.396117,-23.630936,JAM,15,0,s,2,9,2024,51
Nicolás Tirado,-70.389247,-23.591904,ACCIDENT,15,0,s,2,9,2024,54
Av. Edmundo Pérez Zujovic,-70.396349,-23.595958,JAM,15,0,s,2,9,2024,54
Nicolás Tirado,-70.388116,-23.591888,ACCIDENT,15,0,s,2,9,2024,53
Av. Edmundo Pérez Zujovic,-70.397169,-23.593073,JAM,15,0,s,2,9,2024,58
Av. Edmundo Pérez Zujovic,-70.393882,-23.586873,JAM,16,0,s,2,9,2024,14
Av. Edmundo Pérez Zujovic,-70.396142,-23.590513,JAM,16,0,s,2,9,2024,18
Av. Edmundo Pérez Zujovic,-70.396791,-23.595399,JAM,17,0,s,2,9,2024,2
Av. Edmundo Pérez Zujovic,-70.397134,-23.593646,JAM,17,0,s,2,9,2024,2
Av. Edmundo Pérez Zujovic,-70.394633,-23.588012,JAM,16,0,s,2,9,2024,58
Av. Edmundo Pérez Zujovic,-70.394039,-23.59883,JAM,17,0,s,2,9,2024,9
Av. Pedro Aguirre Cerda,-70.389641,-23.592352,JAM,17,0,s,2,9,2024,17
Av. Pedro Aguirre Cerda,-70.389615,-23.593543,ACCIDENT,17,0,s,2,9,2024,16
Av. Pedro Aguirre Cerda,-70.389751,-23.591519,ACCIDENT,17,0,s,2,9,2024,22
Av. Edmundo Pérez Zujovic,-70.392164,-23.604337,ACCIDENT,17,0,s,2,9,2024,21
Nicolás Tirado,-70.389219,-23.59201,ACCIDENT,17,0,s,2,9,2024,23
Av. Argentina,-70.401869,-23.673641,JAM,17,0,s,2,9,2024,29
Av. Edmundo Pérez Zujovic,-70.396554,-23.591366,JAM,17,0,s,2,9,2024,33
Av. Edmundo Pérez Zujovic,-70.392123,-23.605795,ACCIDENT,17,0,s,2,9,2024,37
Av. Pedro Aguirre Cerda,-70.389604,-23.594047,JAM,17,0,s,2,9,2024,33
Av. Edmundo Pérez Zujovic,-70.391887,-23.615239,JAM,17,0,s,2,9,2024,43
Av. Edmundo Pérez Zujovic,-70.391798,-23.612504,JAM,17,0,s,2,9,2024,48
Av. Pedro Aguirre Cerda,-70.3907,-23.580141,JAM,17,0,s,2,9,2024,53
Av. Edmundo Pérez Zujovic,-70.392093,-23.606877,ACCIDENT,17,0,s,2,9,2024,53
Av. Grecia,-70.403622,-23.661979,JAM,17,0,s,2,9,2024,57
Av. Edmundo Pérez Zujovic,-70.39643,-23.627038,JAM,17,0,s,2,9,2024,56
Av. Edmundo Pérez Zujovic,-70.396203,-23.625554,JAM,17,0,s,2,9,2024,56
Av. Grecia,-70.403569,-23.660904,JAM,18,0,s,2,9,2024,0
Av. Séptimo de Línea,-70.396341,-23.640578,JAM,17,0,s,2,9,2024,59
Av. Iquique,-70.393927,-23.626208,JAM,18,0,s,2,9,2024,2
Av. Iquique,-70.393359,-23.639845,JAM,18,0,s,2,9,2024,12
Av. Pedro Aguirre Cerda,-70.389844,-23.590362,JAM,18,0,s,2,9,2024,10
Av. Edmundo Pérez Zujovic,-70.39615,-23.630742,JAM,18,0,s,2,9,2024,9
Av. Iquique,-70.39342,-23.640864,JAM,18,0,s,2,9,2024,12
Av. Edmundo Pérez Zujovic,-70.393687,-23.599453,JAM,18,0,s,2,9,2024,16
Av. Grecia,-70.403844,-23.664685,JAM,18,0,s,2,9,2024,20
Av. Edmundo Pérez Zujovic,-70.396119,-23.596226,JAM,18,0,s,2,9,2024,18
Av. Argentina,-70.393201,-23.651848,JAM,18,0,s,2,9,2024,23
Av. Edmundo Pérez Zujovic,-70.397163,-23.593167,JAM,18,0,s,2,9,2024,21
Av. Séptimo de Línea,-70.396706,-23.641732,ACCIDENT,18,0,s,2,9,2024,22
Av. Edmundo Pérez Zujovic,-70.392552,-23.60164,JAM,18,0,s,2,9,2024,21
Av. Edmundo Pérez Zujovic,-70.393672,-23.5864,JAM,18,0,s,2,9,2024,20
Av. Pedro Aguirre Cerda,-70.388663,-23.608054,JAM,18,0,s,2,9,2024,23
Av. Edmundo Pérez Zujovic,-70.39624,-23.629446,JAM,18,0,s,2,9,2024,24
Av. Antonio Rendic,-70.389445,-23.629258,JAM,18,0,s,2,9,2024,24
Av. Edmundo Pérez Zujovic,-70.395679,-23.63321,JAM,18,0,s,2,9,2024,27
Av. Edmundo Pérez Zujovic,-70.395674,-23.6328,JAM,18,0,s,2,9,2024,27
Av. Balmaceda,-70.398387,-23.64414,JAM,18,0,s,2,9,2024,31
Av. Séptimo de Línea,-70.396648,-23.64155,JAM,18,0,s,2,9,2024,32
Av. Grecia,-70.402605,-23.657975,JAM,18,0,s,2,9,2024,33
Av. Edmundo Pérez Zujovic,-70.392053,-23.608305,JAM,18,0,s,2,9,2024,29
Av. Edmundo Pérez Zujovic,-70.396083,-23.590392,JAM,18,0,s,2,9,2024,32
Av. Edmundo Pérez Zujovic,-70.395837,-23.635462,JAM,18,0,s,2,9,2024,34
Av. Grecia,-70.402569,-23.656179,JAM,18,0,s,2,9,2024,34
Av. Iquique,-70.393358,-23.639741,JAM,18,0,s,2,9,2024,35
Av. Edmundo Pérez Zujovic,-70.392405,-23.618741,JAM,18,0,s,2,9,2024,43
Av. Edmundo Pérez Zujovic,-70.391916,-23.610558,JAM,18,0,s,2,9,2024,41
Av. Pedro Aguirre Cerda,-70.390182,-23.58621,JAM,18,0,s,2,9,2024,41
