street,x,y,type,hour,week_day,day_type,day,month,year,minute
Av. Edmundo Pérez Zujovic,-70.393222,-23.583114,JAM,12,5,f,28,9,2024,30
Av. Edmundo Pérez Zujovic,-70.396276,-23.628823,ACCIDENT,12,5,f,28,9,2024,51
Av. Balmaceda,-70.398663,-23.644431,JAM,12,5,f,28,9,2024,50
Av. Balmaceda,-70.397093,-23.642672,JAM,12,5,f,28,9,2024,48
Av. Balmaceda,-70.398266,-23.644012,ACCIDENT,12,5,f,28,9,2024,49
Av. Grecia,-70.402679,-23.653583,JAM,12,5,f,28,9,2024,58
Av. Séptimo de Línea,-70.396119,-23.639873,JAM,13,5,f,28,9,2024,5
Av. Edmundo Pérez Zujovic,-70.395691,-23.633546,JAM,13,5,f,28,9,2024,4
Av. Edmundo Pérez Zujovic,-70.395852,-23.634936,JAM,13,5,f,28,9,2024,10
Av. Edmundo Pérez Zujovic,-70.396148,-23.630759,JAM,13,5,f,28,9,2024,8
Av. Séptimo de Línea,-70.396276,-23.640374,JAM,13,5,f,28,9,2024,10
Av. Edmundo Pérez Zujovic,-70.395802,-23.632661,JAM,13,5,f,28,9,2024,16
Av. Edmundo Pérez Zujovic,-70.395725,-23.635053,JAM,13,5,f,28,9,2024,19
Av. Balmaceda,-70.401856,-23.647356,JAM,13,5,f,28,9,2024,20
Av. Edmundo Pérez Zujovic,-70.395681,-23.63327,JAM,13,5,f,28,9,2024,23
Av. Edmundo Pérez Zujovic,-70.395816,-23.633408,JAM,13,5,f,28,9,2024,24
Av. Edmundo Pérez Zujovic,-70.396222,-23.629724,JAM,13,5,f,28,9,2024,32
Av. Séptimo de Línea,-70.395751,-23.638301,JAM,14,5,f,28,9,2024,4
Av. Edmundo Pérez Zujovic,-70.395753,-23.637796,JAM,14,5,f,28,9,2024,3
Av. Séptimo de Línea,-70.396533,-23.641186,JAM,14,5,f,28,9,2024,5
Av. Balmaceda,-70.396928,-23.642285,JAM,14,5,f,28,9,2024,6
Av. Balmaceda,-70.398433,-23.644189,JAM,14,5,f,28,9,2024,7
Av. Balmaceda,-70.400132,-23.645651,JAM,14,5,f,28,9,2024,23
Av. Balmaceda,-70.401395,-23.646532,JAM,14,5,f,28,9,2024,28
Av. Iquique,-70.394078,-23.627754,JAM,14,5,f,28,9,2024,28
Av. Iquique,-70.394097,-23.627484,JAM,14,5,f,28,9,2024,29
Av. Pedro Aguirre Cerda,-70.388869,-23.604649,ACCIDENT,14,5,f,28,9,2024,41
Av. Edmundo Pérez Zujovic,-70.393367,-23.584617,ACCIDENT,14,5,f,28,9,2024,47
Av. Balmaceda,-70.398734,-23.644507,JAM,16,5,f,28,9,2024,48
Av. Balmaceda,-70.399529,-23.645216,JAM,16,5,f,28,9,2024,48
Av. Pedro Aguirre Cerda,-70.389192,-23.601182,ACCIDENT,17,5,f,28,9,2024,18
Av. Pedro Aguirre Cerda,-70.389779,-23.591135,JAM,18,5,f,28,9,2024,8
Av. Grecia,-70.402793,-23.650599,JAM,18,5,f,28,9,2024,15
Av. Edmundo Pérez Zujovic,-70.396848,-23.592279,JAM,19,5,f,28,9,2024,5
Av. Edmundo Pérez Zujovic,-70.396256,-23.629202,JAM,19,5,f,28,9,2024,46
Av. Óscar Bonilla,-70.379557,-23.578157,JAM,19,5,f,28,9,2024,52
Av. Grecia,-70.402633,-23.652321,JAM,19,5,f,28,9,2024,48
Av. Edmundo Pérez Zujovic,-70.396217,-23.629804,JAM,20,5,f,28,9,2024,34
Av. Pedro Aguirre Cerda,-70.389533,-23.597977,JAM,20,5,f,28,9,2024,43
Nicolás Tirado,-70.389269,-23.591905,JAM,21,5,f,28,9,2024,27
Av. Antonio Rendic,-70.389163,-23.633764,ACCIDENT,21,5,f,28,9,2024,30
Av. Antonio Rendic,-70.389083,-23.63511,ACCIDENT,21,5,f,28,9,2024,36
Av. Antonio Rendic,-70.389152,-23.633959,ACCIDENT,21,5,f,28,9,2024,38
Av. Pedro Aguirre Cerda,-70.390719,-23.578684,JAM,22,5,f,28,9,2024,9
Av. Antonio Rendic,-70.388952,-23.635566,ACCIDENT,22,5,f,28,9,2024,28
Av. Antonio Rendic,-70.388639,-23.640927,ACCIDENT,10,6,f,29,9,2024,10
Av. Pedro Aguirre Cerda,-70.389886,-23.58985,JAM,10,6,f,29,9,2024,35
Av. Antonio Rendic,-70.382534,-23.612588,JAM,11,6,f,29,9,2024,53
Av. Antonio Rendic,-70.383237,-23.611667,ACCIDENT,11,6,f,29,9,2024,53
Av. Iquique,-70.392787,-23.624851,JAM,12,6,f,29,9,2024,2
Av. Iquique,-70.392618,-23.622932,JAM,12,6,f,29,9,2024,30
Av. Óscar Bonilla,-70.378489,-23.598083,JAM,12,6,f,29,9,2024,49
Av. Edmundo Pérez Zujovic,-70.39478,-23.588215,JAM,13,6,f,29,9,2024,3
Av. Pedro Aguirre Cerda,-70.389776,-23.620621,JAM,13,6,f,29,9,2024,19
Av. Edmundo Pérez Zujovic,-70.39579,-23.63292,JAM,13,6,f,29,9,2024,41
Av. Edmundo Pérez Zujovic,-70.395839,-23.635375,JAM,13,6,f,29,9,2024,41
Av. Edmundo Pérez Zujovic,-70.395764,-23.637553,JAM,13,6,f,29,9,2024,49
Av. Iquique,-70.392627,-23.624294,JAM,13,6,f,29,9,2024,58
Av. Séptimo de Línea,-70.396629,-23.641396,JAM,14,6,f,29,9,2024,8
Av. Edmundo Pérez Zujovic,-70.393498,-23.586005,JAM,14,6,f,29,9,2024,10
Av. Edmundo Pérez Zujovic,-70.395841,-23.635296,JAM,14,6,f,29,9,2024,17
Av. Edmundo Pérez Zujovic,-70.395854,-23.634325,JAM,14,6,f,29,9,2024,16
Av. Edmundo Pérez Zujovic,-70.395797,-23.633108,JAM,14,6,f,29,9,2024,32
Av. Séptimo de Línea,-70.395866,-23.639034,JAM,14,6,f,29,9,2024,36
Av. Pedro Aguirre Cerda,-70.390334,-23.584466,JAM,15,6,f,29,9,2024,43
Av. Edmundo Pérez Zujovic,-70.392253,-23.617167,JAM,15,6,f,29,9,2024,53
Av. Iquique,-70.393919,-23.630971,JAM,16,6,f,29,9,2024,57
Av. Óscar Bonilla,-70.379504,-23.578782,JAM,17,6,f,29,9,2024,37
Av. Grecia,-70.407314,-23.670372,JAM,18,6,f,29,9,2024,20
Av. Antonio Rendic,-70.389265,-23.630563,ACCIDENT,19,6,f,29,9,2024,13
Av. Edmundo Pérez Zujovic,-70.393247,-23.583189,JAM,7,0,s,30,9,2024,3
Av. Edmundo Pérez Zujovic,-70.395031,-23.58856,JAM,7,0,s,30,9,2024,4
Av. Edmundo Pérez Zujovic,-70.396443,-23.626216,JAM,7,0,s,30,9,2024,15
Av. Pedro Aguirre Cerda,-70.39012,-23.586939,JAM,7,0,s,30,9,2024,18
Av. Edmundo Pérez Zujovic,-70.391873,-23.613562,JAM,7,0,s,30,9,2024,21
Av. Edmundo Pérez Zujovic,-70.396835,-23.595324,JAM,7,0,s,30,9,2024,26
Av. Pedro Aguirre Cerda,-70.390842,-23.570889,JAM,7,0,s,30,9,2024,25
Av. Pedro Aguirre Cerda,-70.390286,-23.583668,JAM,7,0,s,30,9,2024,31
Av. Pedro Aguirre Cerda,-70.388966,-23.604897,JAM,7,0,s,30,9,2024,32
Av. Edmundo Pérez Zujovic,-70.396329,-23.627052,JAM,7,0,s,30,9,2024,36
Av. Grecia,-70.406982,-23.669788,JAM,7,0,s,30,9,2024,34
Av. Pedro Aguirre Cerda,-70.390441,-23.581841,ACCIDENT,7,0,s,30,9,2024,34
Av. Pedro Aguirre Cerda,-70.391198,-23.574653,JAM,7,0,s,30,9,2024,33
Av. Edmundo Pérez Zujovic,-70.39573,-23.625004,JAM,7,0,s,30,9,2024,37
Av. Argentina,-70.404497,-23.676668,JAM,7,0,s,30,9,2024,37
Av. Edmundo Pérez Zujovic,-70.393187,-23.620837,JAM,7,0,s,30,9,2024,36
Av. Pedro Aguirre Cerda,-70.389886,-23.620668,JAM,7,0,s,30,9,2024,34
Av. Antonio Rendic,-70.389009,-23.636309,JAM,7,0,s,30,9,2024,39
Av. Edmundo Pérez Zujovic,-70.394257,-23.622463,JAM,7,0,s,30,9,2024,41
Av. Edmundo Pérez Zujovic,-70.396353,-23.629531,JAM,7,0,s,30,9,2024,39
Av. Edmundo Pérez Zujovic,-70.394651,-23.623049,JAM,7,0,s,30,9,2024,44
Av. Argentina,-70.39875,-23.665634,JAM,7,0,s,30,9,2024,47
Av. Edmundo Pérez Zujovic,-70.392408,-23.602279,JAM,7,0,s,30,9,2024,51
Av. Argentina,-70.396299,-23.660201,JAM,7,0,s,30,9,2024,51
Av. Grecia,-70.406778,-23.669296,JAM,7,0,s,30,9,2024,51
Av. Argentina,-70.397846,-23.664247,JAM,7,0,s,30,9,2024,49
Av. Argentina,-70.396165,-23.658477,JAM,7,0,s,30,9,2024,52
Av. Edmundo Pérez Zujovic,-70.397076,-23.594597,JAM,7,0,s,30,9,2024,52
Av. Antonio Rendic,-70.383255,-23.611639,JAM,7,0,s,30,9,2024,58
Av. Antonio Rendic,-70.383881,-23.610687,JAM,7,0,s,30,9,2024,58
Av. Argentina,-70.398968,-23.667585,JAM,7,0,s,30,9,2024,57
Av. Edmundo Pérez Zujovic,-70.392223,-23.608654,JAM,7,0,s,30,9,2024,56
Av. Edmundo Pérez Zujovic,-70.395653,-23.589814,JAM,7,0,s,30,9,2024,55
Av. Edmundo Pérez Zujovic,-70.395684,-23.632435,JAM,8,0,s,30,9,2024,1
Av. Argentina,-70.403906,-23.675929,JAM,8,0,s,30,9,2024,0
Av. Grecia,-70.403909,-23.664777,JAM,8,0,s,30,9,2024,0
Av. Grecia,-70.403628,-23.662274,JAM,8,0,s,30,9,2024,3
Av. Iquique,-70.393374,-23.63943,JAM,8,0,s,30,9,2024,7
Av. Pedro Aguirre Cerda,-70.390908,-23.577901,JAM,8,0,s,30,9,2024,7
Av. Edmundo Pérez Zujovic,-70.393702,-23.599156,JAM,8,0,s,30,9,2024,7
Av. Edmundo Pérez Zujovic,-70.394916,-23.597399,JAM,8,0,s,30,9,2024,10
Av. Óscar Bonilla,-70.378545,-23.593943,JAM,8,0,s,30,9,2024,12
Av. Pedro Aguirre Cerda,-70.39067,-23.580471,ACCIDENT,8,0,s,30,9,2024,14
Av. Edmundo Pérez Zujovic,-70.396169,-23.630508,JAM,8,0,s,30,9,2024,17
Av. Pedro Aguirre Cerda,-70.39,-23.587133,JAM,8,0,s,30,9,2024,15
Av. Pedro Aguirre Cerda,-70.38991,-23.588283,JAM,8,0,s,30,9,2024,16
Av. Edmundo Pérez Zujovic,-70.393452,-23.5859,JAM,8,0,s,30,9,2024,16
Av. Edmundo Pérez Zujovic,-70.39349,-23.577224,JAM,8,0,s,30,9,2024,19
Av. Edmundo Pérez Zujovic,-70.393631,-23.586605,JAM,8,0,s,30,9,2024,15
Av. Antonio Rendic,-70.388805,-23.638223,JAM,8,0,s,30,9,2024,22
Av. Edmundo Pérez Zujovic,-70.392291,-23.579107,JAM,8,0,s,30,9,2024,30
Av. Edmundo Pérez Zujovic,-70.394619,-23.587994,JAM,8,0,s,30,9,2024,34
Av. Edmundo Pérez Zujovic,-70.396084,-23.573704,JAM,8,0,s,30,9,2024,31
Av. Edmundo Pérez Zujovic,-70.392342,-23.616671,JAM,8,0,s,30,9,2024,40
Av. Pedro Aguirre Cerda,-70.390145,-23.585387,JAM,8,0,s,30,9,2024,38
Av. Pedro Aguirre Cerda,-70.391187,-23.574865,JAM,8,0,s,30,9,2024,36
Av. Pedro Aguirre Cerda,-70.390463,-23.582811,JAM,8,0,s,30,9,2024,39
Av. Pedro Aguirre Cerda,-70.39111,-23.575821,JAM,8,0,s,30,9,2024,47
Av. Pedro Aguirre Cerda,-70.39101,-23.57698,ACCIDENT,8,0,s,30,9,2024,49
Av. Pedro Aguirre Cerda,-70.390549,-23.581781,JAM,8,0,s,30,9,2024,47
Av. Pedro Aguirre Cerda,-70.389722,-23.59079,JAM,8,0,s,30,9,2024,52
Av. Edmundo Pérez Zujovic,-70.391897,-23.613115,JAM,8,0,s,30,9,2024,52
Av. Antonio Rendic,-70.389027,-23.636015,JAM,9,0,s,30,9,2024,2
Av. Antonio Rendic,-70.389059,-23.635497,JAM,9,0,s,30,9,2024,1
Av. Edmundo Pérez Zujovic,-70.393454,-23.621251,JAM,9,0,s,30,9,2024,11
Av. Iquique,-70.394015,-23.629094,JAM,9,0,s,30,9,2024,13
Av. Pedro Aguirre Cerda,-70.390154,-23.586537,JAM,9,0,s,30,9,2024,21
Av. Edmundo Pérez Zujovic,-70.39297,-23.620414,JAM,9,0,s,30,9,2024,29
Av. Edmundo Pérez Zujovic,-70.396277,-23.625718,JAM,9,0,s,30,9,2024,29
Av. Edmundo Pérez Zujovic,-70.396415,-23.6279,JAM,9,0,s,30,9,2024,32
Av. Iquique,-70.394114,-23.628745,JAM,9,0,s,30,9,2024,35
Av. Pedro Aguirre Cerda,-70.390134,-23.585533,JAM,9,0,s,30,9,2024,37
Av. Pedro Aguirre Cerda,-70.38883,-23.605393,JAM,9,0,s,30,9,2024,38
Av. Pedro Aguirre Cerda,-70.390429,-23.583267,JAM,9,0,s,30,9,2024,39
Av. Edmundo Pérez Zujovic,-70.393022,-23.600621,JAM,9,0,s,30,9,2024,44
Av. Balmaceda,-70.400266,-23.645726,JAM,10,0,s,30,9,2024,7
Av. Balmaceda,-70.40075,-23.646042,JAM,10,0,s,30,9,2024,15
Av. Grecia,-70.402276,-23.657368,ACCIDENT,10,0,s,30,9,2024,24
Av. Pedro Aguirre Cerda,-70.389542,-23.59582,JAM,10,0,s,30,9,2024,27
Av. Pedro Aguirre Cerda,-70.390183,-23.584916,JAM,10,0,s,30,9,2024,33
Av. Grecia,-70.404327,-23.665144,JAM,10,0,s,30,9,2024,42
Av. Pedro Aguirre Cerda,-70.390498,-23.582337,JAM,11,0,s,30,9,2024,6
Av. Grecia,-70.403761,-23.664383,JAM,11,0,s,30,9,2024,35
Av. Pedro Aguirre Cerda,-70.390516,-23.582133,JAM,11,0,s,30,9,2024,41
Av. Edmundo Pérez Zujovic,-70.396195,-23.63013,JAM,11,0,s,30,9,2024,45
Av. Pedro Aguirre Cerda,-70.390204,-23.584666,JAM,11,0,s,30,9,2024,46
Av. Pedro Aguirre Cerda,-70.390204,-23.584669,ACCIDENT,11,0,s,30,9,2024,46
Av. Edmundo Pérez Zujovic,-70.39568,-23.63322,JAM,11,0,s,30,9,2024,44
Av. Pedro Aguirre Cerda,-70.390486,-23.582497,JAM,12,0,s,30,9,2024,8
Av. Edmundo Pérez Zujovic,-70.395694,-23.633636,JAM,12,0,s,30,9,2024,28
Av. Pedro Aguirre Cerda,-70.390103,-23.585905,JAM,12,0,s,30,9,2024,24
Av. Edmundo Pérez Zujovic,-70.395673,-23.632628,JAM,12,0,s,30,9,2024,28
Av. Edmundo Pérez Zujovic,-70.395906,-23.631677,JAM,12,0,s,30,9,2024,29
Av. Edmundo Pérez Zujovic,-70.392443,-23.619021,JAM,12,0,s,30,9,2024,33
Av. Edmundo Pérez Zujovic,-70.393398,-23.621391,JAM,12,0,s,30,9,2024,32
Av. Edmundo Pérez Zujovic,-70.396091,-23.631051,JAM,12,0,s,30,9,2024,30
Av. Edmundo Pérez Zujovic,-70.392889,-23.620477,JAM,12,0,s,30,9,2024,32
Av. Edmundo Pérez Zujovic,-70.39193,-23.615428,ACCIDENT,12,0,s,30,9,2024,29
Av. Pedro Aguirre Cerda,-70.389915,-23.588229,JAM,12,0,s,30,9,2024,40
Av. Edmundo Pérez Zujovic,-70.39202,-23.615277,JAM,12,0,s,30,9,2024,53
Av. Edmundo Pérez Zujovic,-70.395918,-23.625345,JAM,12,0,s,30,9,2024,52
Av. Edmundo Pérez Zujovic,-70.392359,-23.618278,JAM,12,0,s,30,9,2024,51
Av. Edmundo Pérez Zujovic,-70.392113,-23.615668,ACCIDENT,12,0,s,30,9,2024,55
Av. Pedro Aguirre Cerda,-70.390443,-23.583083,ACCIDENT,13,0,s,30,9,2024,10
Av. Pedro Aguirre Cerda,-70.390056,-23.586476,JAM,13,0,s,30,9,2024,7
Av. Pedro Aguirre Cerda,-70.390531,-23.581977,JAM,13,0,s,30,9,2024,8
Av. Edmundo Pérez Zujovic,-70.392181,-23.615952,ACCIDENT,13,0,s,30,9,2024,6
Av. Edmundo Pérez Zujovic,-70.392228,-23.616896,ACCIDENT,13,0,s,30,9,2024,15
Av. Edmundo Pérez Zujovic,-70.3922,-23.607997,JAM,13,0,s,30,9,2024,37
Av. Edmundo Pérez Zujovic,-70.39287,-23.620438,JAM,13,0,s,30,9,2024,39
Av. Edmundo Pérez Zujovic,-70.395556,-23.589408,JAM,13,0,s,30,9,2024,38
Av. Edmundo Pérez Zujovic,-70.392244,-23.610019,JAM,13,0,s,30,9,2024,38
Av. Edmundo Pérez Zujovic,-70.392337,-23.602634,ACCIDENT,13,0,s,30,9,2024,51
Av. Edmundo Pérez Zujovic,-70.391902,-23.613024,ACCIDENT,13,0,s,30,9,2024,55
Av. Pedro Aguirre Cerda,-70.390125,-23.585641,JAM,13,0,s,30,9,2024,59
Av. Grecia,-70.402618,-23.654527,JAM,15,0,s,30,9,2024,23
Av. Grecia,-70.402642,-23.652568,JAM,15,0,s,30,9,2024,22
Av. Edmundo Pérez Zujovic,-70.395841,-23.631856,JAM,16,0,s,30,9,2024,4
Nicolás Tirado,-70.39099,-23.592215,JAM,16,0,s,30,9,2024,47
Av. Iquique,-70.393603,-23.64172,JAM,16,0,s,30,9,2024,56
Av. Antonio Rendic,-70.383368,-23.617197,JAM,17,0,s,30,9,2024,23
Av. Pedro Aguirre Cerda,-70.389815,-23.590711,JAM,17,0,s,30,9,2024,37
Av. Antonio Rendic,-70.383821,-23.617909,JAM,17,0,s,30,9,2024,35
Av. Edmundo Pérez Zujovic,-70.396054,-23.590331,JAM,17,0,s,30,9,2024,41
Av. Edmundo Pérez Zujovic,-70.392529,-23.618575,JAM,17,0,s,30,9,2024,52
Av. Iquique,-70.393863,-23.633896,JAM,17,0,s,30,9,2024,51
Av. Iquique,-70.393697,-23.636426,JAM,17,0,s,30,9,2024,53
Av. Balmaceda,-70.397182,-23.642852,JAM,18,0,s,30,9,2024,6
Av. Edmundo Pérez Zujovic,-70.395816,-23.590128,JAM,18,0,s,30,9,2024,7
Nicolás Tirado,-70.38922,-23.591904,JAM,18,0,s,30,9,2024,16
Nicolás Tirado,-70.388298,-23.591889,JAM,18,0,s,30,9,2024,16
Av. Grecia,-70.403599,-23.661297,JAM,18,0,s,30,9,2024,20
Av. Edmundo Pérez Zujovic,-70.393564,-23.621635,JAM,18,0,s,30,9,2024,25
Av. Edmundo Pérez Zujovic,-70.395736,-23.63469,JAM,18,0,s,30,9,2024,24
Av. Grecia,-70.402481,-23.656787,JAM,18,0,s,30,9,2024,23
Av. Iquique,-70.394182,-23.627618,JAM,18,0,s,30,9,2024,31
Av. Edmundo Pérez Zujovic,-70.393688,-23.599451,JAM,18,0,s,30,9,2024,28
Nicolás Tirado,-70.390134,-23.592065,JAM,18,0,s,30,9,2024,27
Av. Argentina,-70.397571,-23.663651,JAM,18,0,s,30,9,2024,29
Av. Edmundo Pérez Zujovic,-70.395688,-23.63347,ACCIDENT,18,0,s,30,9,2024,35
Av. Edmundo Pérez Zujovic,-70.392123,-23.605795,JAM,18,0,s,30,9,2024,33
Av. Edmundo Pérez Zujovic,-70.396732,-23.592044,JAM,18,0,s,30,9,2024,39
Av. Edmundo Pérez Zujovic,-70.396234,-23.596092,JAM,18,0,s,30,9,2024,40
Av. Edmundo Pérez Zujovic,-70.397114,-23.593987,JAM,18,0,s,30,9,2024,39
Av. Edmundo Pérez Zujovic,-70.392566,-23.619739,JAM,18,0,s,30,9,2024,45
Av. Iquique,-70.393402,-23.640611,JAM,18,0,s,30,9,2024,43
Av. Edmundo Pérez Zujovic,-70.39252,-23.619565,JAM,18,0,s,30,9,2024,46
Av. Edmundo Pérez Zujovic,-70.397028,-23.593838,JAM,18,0,s,30,9,2024,55
Av. Iquique,-70.394251,-23.626909,ACCIDENT,19,0,s,30,9,2024,1
Av. Iquique,-70.394017,-23.628985,JAM,18,0,s,30,9,2024,59
Av. Edmundo Pérez Zujovic,-70.394561,-23.597827,JAM,19,0,s,30,9,2024,4
Av. Balmaceda,-70.400001,-23.645572,JAM,19,0,s,30,9,2024,10
Av. Edmundo Pérez Zujovic,-70.396258,-23.629158,JAM,19,0,s,30,9,2024,28
Av. Argentina,-70.397557,-23.663622,JAM,19,0,s,30,9,2024,40
Av. Grecia,-70.406926,-23.669377,JAM,20,0,s,30,9,2024,2
Av. Antonio Rendic,-70.389017,-23.634463,ACCIDENT,20,0,s,30,9,2024,13
Av. Edmundo Pérez Zujovic,-70.395891,-23.631716,JAM,20,0,s,30,9,2024,57
Av. Edmundo Pérez Zujovic,-70.395457,-23.589235,JAM,7,1,s,1,10,2024,8
Av. Edmundo Pérez Zujovic,-70.392585,-23.619138,JAM,7,1,s,1,10,2024,16
Av. Edmundo Pérez Zujovic,-70.396029,-23.596331,JAM,7,1,s,1,10,2024,13
Av. Edmundo Pérez Zujovic,-70.397209,-23.571549,JAM,7,1,s,1,10,2024,14
Av. Edmundo Pérez Zujovic,-70.394739,-23.588158,JAM,7,1,s,1,10,2024,12
Av. Edmundo Pérez Zujovic,-70.391953,-23.612101,JAM,7,1,s,1,10,2024,17
Av. Edmundo Pérez Zujovic,-70.394103,-23.598718,JAM,7,1,s,1,10,2024,14
Av. Pedro Aguirre Cerda,-70.38851,-23.614681,JAM,7,1,s,1,10,2024,12
Av. Antonio Rendic,-70.389543,-23.627663,JAM,7,1,s,1,10,2024,22
Av. Grecia,-70.402514,-23.657231,JAM,7,1,s,1,10,2024,32
Av. Pedro Aguirre Cerda,-70.390177,-23.586267,JAM,7,1,s,1,10,2024,28
Av. Pedro Aguirre Cerda,-70.390914,-23.577849,JAM,7,1,s,1,10,2024,28
Av. Argentina,-70.40273,-23.674661,JAM,7,1,s,1,10,2024,35
Av. Argentina,-70.402452,-23.674341,JAM,7,1,s,1,10,2024,34
Av. Edmundo Pérez Zujovic,-70.39449,-23.623041,JAM,7,1,s,1,10,2024,37
Av. Edmundo Pérez Zujovic,-70.396324,-23.627507,JAM,7,1,s,1,10,2024,40
Av. Edmundo Pérez Zujovic,-70.394595,-23.623201,JAM,7,1,s,1,10,2024,43
Av. Edmundo Pérez Zujovic,-70.396294,-23.626094,JAM,7,1,s,1,10,2024,40
Av. Edmundo Pérez Zujovic,-70.396316,-23.627864,JAM,7,1,s,1,10,2024,42
Av. Argentina,-70.397868,-23.664279,JAM,7,1,s,1,10,2024,43
Av. Argentina,-70.396395,-23.661187,JAM,7,1,s,1,10,2024,45
Av. Edmundo Pérez Zujovic,-70.396478,-23.573109,JAM,7,1,s,1,10,2024,48
Av. Edmundo Pérez Zujovic,-70.392354,-23.602539,JAM,7,1,s,1,10,2024,45
Av. Grecia,-70.402635,-23.651157,JAM,7,1,s,1,10,2024,44
Av. Argentina,-70.396222,-23.65913,JAM,7,1,s,1,10,2024,46
Av. Óscar Bonilla,-70.378545,-23.594161,JAM,7,1,s,1,10,2024,52
Av. Óscar Bonilla,-70.379717,-23.576219,JAM,7,1,s,1,10,2024,51
Av. Óscar Bonilla,-70.378752,-23.590619,JAM,7,1,s,1,10,2024,49
Av. Óscar Bonilla,-70.379611,-23.577519,JAM,7,1,s,1,10,2024,52
Av. Grecia,-70.405934,-23.667167,JAM,7,1,s,1,10,2024,49
Av. Edmundo Pérez Zujovic,-70.397059,-23.593113,JAM,7,1,s,1,10,2024,52
Av. Óscar Bonilla,-70.378817,-23.587163,JAM,7,1,s,1,10,2024,58
Av. Edmundo Pérez Zujovic,-70.392565,-23.618935,JAM,7,1,s,1,10,2024,55
Av. Óscar Bonilla,-70.378771,-23.589472,JAM,7,1,s,1,10,2024,58
Av. Óscar Bonilla,-70.378793,-23.588277,JAM,7,1,s,1,10,2024,58
Av. Edmundo Pérez Zujovic,-70.395608,-23.589733,JAM,7,1,s,1,10,2024,55
Av. Antonio Rendic,-70.387993,-23.624423,JAM,8,1,s,1,10,2024,2
Av. Óscar Bonilla,-70.37872,-23.591231,JAM,8,1,s,1,10,2024,0
Av. Óscar Bonilla,-70.378754,-23.590488,JAM,7,1,s,1,10,2024,59
Av. Edmundo Pérez Zujovic,-70.394298,-23.598199,JAM,8,1,s,1,10,2024,8
Av. Antonio Rendic,-70.388786,-23.63854,JAM,8,1,s,1,10,2024,12
Av. Edmundo Pérez Zujovic,-70.395269,-23.574688,JAM,8,1,s,1,10,2024,11
Av. Edmundo Pérez Zujovic,-70.393528,-23.586383,JAM,8,1,s,1,10,2024,16
Av. Grecia,-70.402597,-23.657922,JAM,8,1,s,1,10,2024,18
Av. Edmundo Pérez Zujovic,-70.395688,-23.633459,JAM,8,1,s,1,10,2024,15
Av. Antonio Rendic,-70.388587,-23.641861,JAM,8,1,s,1,10,2024,19
Av. Edmundo Pérez Zujovic,-70.395736,-23.634669,JAM,8,1,s,1,10,2024,18
Av. Antonio Rendic,-70.388508,-23.625447,JAM,8,1,s,1,10,2024,28
Av. Edmundo Pérez Zujovic,-70.395956,-23.631549,JAM,8,1,s,1,10,2024,29
Av. Edmundo Pérez Zujovic,-70.396207,-23.629959,JAM,8,1,s,1,10,2024,30
Av. Iquique,-70.392574,-23.622763,JAM,8,1,s,1,10,2024,36
Av. Iquique,-70.392617,-23.623747,JAM,8,1,s,1,10,2024,38
Av. Iquique,-70.393713,-23.634865,ACCIDENT,8,1,s,1,10,2024,46
Av. Edmundo Pérez Zujovic,-70.396441,-23.626447,JAM,8,1,s,1,10,2024,47
Av. Iquique,-70.393868,-23.631983,JAM,8,1,s,1,10,2024,49
Av. Edmundo Pérez Zujovic,-70.392581,-23.619091,JAM,8,1,s,1,10,2024,50
Av. Grecia,-70.402516,-23.657242,JAM,8,1,s,1,10,2024,51
Av. Edmundo Pérez Zujovic,-70.39626,-23.629135,JAM,9,1,s,1,10,2024,0
Av. Edmundo Pérez Zujovic,-70.392714,-23.620116,JAM,9,1,s,1,10,2024,10
Av. Edmundo Pérez Zujovic,-70.394358,-23.622609,JAM,9,1,s,1,10,2024,30
Av. Edmundo Pérez Zujovic,-70.396405,-23.628437,JAM,9,1,s,1,10,2024,41
Av. Balmaceda,-70.396861,-23.642128,JAM,9,1,s,1,10,2024,47
Av. Iquique,-70.393651,-23.635809,ACCIDENT,10,1,s,1,10,2024,1
Av. Edmundo Pérez Zujovic,-70.395852,-23.63427,JAM,10,1,s,1,10,2024,6
Av. Edmundo Pérez Zujovic,-70.393435,-23.621222,JAM,10,1,s,1,10,2024,4
Av. Edmundo Pérez Zujovic,-70.39586,-23.63455,JAM,10,1,s,1,10,2024,7
Av. Grecia,-70.402593,-23.654007,JAM,11,1,s,1,10,2024,22
Av. Pedro Aguirre Cerda,-70.38957,-23.597462,ACCIDENT,11,1,s,1,10,2024,29
Av. Pedro Aguirre Cerda,-70.389498,-23.596949,ACCIDENT,11,1,s,1,10,2024,47
Av. Pedro Aguirre Cerda,-70.38962,-23.596944,JAM,11,1,s,1,10,2024,49
Av. Edmundo Pérez Zujovic,-70.396401,-23.626,JAM,12,1,s,1,10,2024,7
Nicolás Tirado,-70.390995,-23.592216,JAM,12,1,s,1,10,2024,51
Av. Edmundo Pérez Zujovic,-70.394069,-23.576595,JAM,13,1,s,1,10,2024,2
Av. Edmundo Pérez Zujovic,-70.395967,-23.573881,JAM,13,1,s,1,10,2024,2
Av. Iquique,-70.393984,-23.626274,JAM,13,1,s,1,10,2024,24
Av. Antonio Rendic,-70.386331,-23.621768,JAM,13,1,s,1,10,2024,36
